Soil_Type;Soil_pH;Soil_Moisture;Organic_Carbon;Electrical_Conductivity;Nitrogen_Level;Phosphorus_Level;Potassium_Level;Temperature;Humidity;Rainfall;Crop_Type;Crop_Growth_Stage;Season;Irrigation_Type;Previous_Crop;Region;Fertilizer_Used_Last_Season;Yield_Last_Season;Recommended_Fertilizer
Clay;525;5497;131;273;30;45;34;2886;7883;242956;Maize;Flowering;Kharif;Rainfed;Potato;West;29874;648;Urea
Clay;65;1792;127;33;24;86;61;2557;3623;95018;Tomato;Vegetative;Zaid;Rainfed;Tomato;West;21973;223;Urea
Loamy;767;5572;81;156;31;78;50;3814;6972;234289;Tomato;Sowing;Kharif;Sprinkler;Cotton;Central;12364;758;Urea
Silt;51;5392;48;159;63;22;60;2593;7675;197129;Cotton;Sowing;Rabi;Sprinkler;Rice;West;21406;578;DAP
Sandy;714;2885;138;253;128;81;16;3578;6258;167346;Potato;Harvest;Rabi;Drip;Wheat;South;11842;231;MOP
Silt;579;2973;114;275;112;20;42;3979;7601;289803;Maize;Flowering;Rabi;Canal;Rice;Central;22989;219;DAP
Clay;586;330;57;283;109;17;51;1689;7342;187449;Cotton;Harvest;Kharif;Sprinkler;Rice;West;10897;623;DAP
Silt;715;4281;64;175;48;40;100;1797;5862;263247;Cotton;Flowering;Rabi;Canal;Maize;South;29236;533;Urea
Sandy;637;2304;109;207;55;71;117;2566;8193;230655;Sugarcane;Flowering;Zaid;Canal;Cotton;Central;18629;193;Urea
Sandy;775;1115;82;36;54;21;94;1547;505;32624;Tomato;Sowing;Rabi;Canal;Sugarcane;North;25121;452;Urea
Loamy;512;1706;31;151;132;20;66;2692;5552;94741;Potato;Sowing;Kharif;Sprinkler;Potato;West;22657;679;DAP
Sandy;766;3201;38;27;27;26;100;3053;6239;190565;Wheat;Vegetative;Rabi;Sprinkler;Cotton;East;26708;204;Urea
Sandy;476;241;117;142;35;36;98;1181;3784;142723;Rice;Flowering;Kharif;Sprinkler;Wheat;South;25893;109;Urea
Silt;528;4823;63;3;62;86;95;3044;6092;287538;Rice;Harvest;Rabi;Canal;Cotton;Central;6502;193;Compost
Silt;712;1533;86;68;88;22;20;1478;4945;183413;Rice;Sowing;Rabi;Drip;Maize;West;12391;229;DAP
Clay;792;5587;12;135;75;53;79;1898;454;280144;Potato;Harvest;Rabi;Rainfed;Sugarcane;West;18942;543;Zinc Sulphate
Loamy;551;5477;118;79;60;67;76;3216;6461;77649;Cotton;Flowering;Kharif;Rainfed;Wheat;West;2582;336;SSP
Silt;581;5544;42;124;96;39;39;1491;4978;271373;Maize;Harvest;Kharif;Drip;Wheat;North;26903;173;DAP
Sandy;665;4698;33;107;27;22;101;2595;8133;17040;Tomato;Harvest;Kharif;Canal;Rice;West;14993;378;Urea
Clay;535;1535;97;102;73;17;114;2768;546;79941;Sugarcane;Flowering;Rabi;Canal;Wheat;East;23762;511;DAP
Silt;774;3191;116;36;109;78;90;1493;5478;129264;Cotton;Vegetative;Kharif;Rainfed;Maize;East;21058;314;NPK
Loamy;759;1657;39;266;139;73;32;1824;8892;291272;Cotton;Harvest;Zaid;Drip;Rice;North;2792;508;MOP
Loamy;508;5938;68;211;152;61;60;2819;5049;288654;Rice;Vegetative;Rabi;Rainfed;Cotton;North;26667;738;Compost
Clay;636;2665;133;191;28;15;107;2384;3789;26154;Cotton;Flowering;Zaid;Rainfed;Tomato;South;11166;381;Urea
Clay;76;3927;143;186;90;80;94;298;8259;106075;Potato;Harvest;Rabi;Canal;Sugarcane;West;13577;759;Urea
Clay;585;4897;79;125;49;63;14;3564;8502;271814;Rice;Vegetative;Zaid;Canal;Sugarcane;West;11862;702;Urea
Clay;703;5603;3;249;100;31;59;1405;4359;29105;Rice;Sowing;Zaid;Rainfed;Wheat;Central;17946;115;DAP
Clay;47;4778;54;28;127;72;53;1212;8292;287942;Potato;Flowering;Zaid;Rainfed;Tomato;South;6684;568;Compost
Sandy;693;4373;5;12;114;88;24;300;5967;128635;Tomato;Sowing;Rabi;Sprinkler;Sugarcane;North;14027;338;MOP
Sandy;511;333;51;33;84;46;119;3312;3261;52147;Tomato;Sowing;Kharif;Sprinkler;Cotton;Central;28113;278;Compost
Silt;782;4027;84;206;49;65;11;2348;6293;10432;Tomato;Sowing;Kharif;Drip;Tomato;North;24147;616;Urea
Loamy;592;1471;96;78;66;50;33;2182;8093;246286;Rice;Sowing;Rabi;Sprinkler;Potato;East;13281;61;MOP
Sandy;563;542;36;274;114;69;63;279;538;299563;Potato;Vegetative;Zaid;Canal;Sugarcane;East;16033;581;NPK
Sandy;786;3719;136;204;107;29;19;2654;6306;57467;Cotton;Flowering;Zaid;Sprinkler;Tomato;North;22772;127;DAP
Sandy;47;1201;101;117;94;78;93;2471;3844;198518;Sugarcane;Flowering;Rabi;Canal;Rice;East;28311;515;Compost
Silt;609;560;98;13;125;54;44;3456;8053;279087;Wheat;Flowering;Kharif;Sprinkler;Wheat;East;24296;517;DAP
Clay;598;3447;148;21;99;67;50;1521;3641;271919;Potato;Vegetative;Rabi;Sprinkler;Maize;Central;29496;777;NPK
Silt;564;5343;102;51;156;85;56;3044;3567;12734;Maize;Vegetative;Zaid;Canal;Sugarcane;North;29811;646;NPK
Loamy;815;5284;141;266;80;46;94;3224;8601;262417;Tomato;Sowing;Zaid;Canal;Sugarcane;Central;9801;353;Zinc Sulphate
Loamy;75;5079;57;11;116;48;39;3704;8241;73645;Potato;Sowing;Kharif;Rainfed;Wheat;South;5646;546;MOP
Loamy;476;1307;51;294;25;12;102;3835;6449;196994;Rice;Harvest;Rabi;Sprinkler;Potato;East;25945;723;Urea
Loamy;736;2235;87;59;64;86;108;2524;3637;18744;Cotton;Flowering;Zaid;Drip;Rice;North;27314;67;Urea
Sandy;661;5378;86;225;84;84;47;2301;6276;239208;Wheat;Harvest;Rabi;Drip;Potato;Central;16337;404;Compost
Sandy;81;5495;49;22;56;83;35;2512;8523;84119;Cotton;Vegetative;Kharif;Canal;Wheat;East;6616;748;Urea
Silt;575;329;111;135;109;82;29;3198;6674;196078;Potato;Harvest;Kharif;Rainfed;Maize;South;9252;782;MOP
Clay;68;320;24;193;121;47;45;1052;4189;190919;Tomato;Sowing;Kharif;Rainfed;Potato;West;790;638;MOP
Loamy;65;1876;11;3;129;55;73;1522;8435;43583;Cotton;Vegetative;Kharif;Rainfed;Potato;South;9441;223;NPK
Silt;646;5842;79;139;69;58;52;3723;8193;112566;Maize;Vegetative;Zaid;Rainfed;Tomato;South;704;623;NPK
Sandy;632;2066;11;98;142;43;49;1586;628;78083;Rice;Sowing;Rabi;Canal;Wheat;East;7922;382;Compost
Sandy;532;1955;82;154;90;35;27;1685;8113;299886;Cotton;Sowing;Zaid;Rainfed;Potato;West;22666;271;DAP
Clay;752;4304;147;156;130;11;31;3818;3338;297368;Maize;Flowering;Zaid;Canal;Wheat;East;5836;18;DAP
Clay;631;2214;64;238;50;65;86;1883;5767;90681;Cotton;Sowing;Rabi;Rainfed;Sugarcane;North;26599;171;Urea
Clay;833;5694;148;46;134;16;88;1871;4069;246386;Wheat;Harvest;Rabi;Sprinkler;Maize;East;25836;382;DAP
Silt;554;1055;28;34;67;45;25;3771;8025;24861;Sugarcane;Harvest;Kharif;Canal;Cotton;North;2047;493;MOP
Sandy;723;1029;109;127;76;49;98;2125;8827;282053;Sugarcane;Flowering;Kharif;Sprinkler;Rice;Central;2793;574;SSP
Sandy;826;3524;79;267;34;87;12;2482;8584;56168;Rice;Sowing;Rabi;Rainfed;Tomato;East;7233;706;Urea
Clay;715;344;127;258;73;35;78;2681;602;206927;Sugarcane;Harvest;Kharif;Sprinkler;Wheat;South;11394;201;DAP
Loamy;799;1817;123;172;55;84;36;3605;6066;77648;Maize;Harvest;Kharif;Sprinkler;Potato;East;17007;32;Urea
Clay;781;3473;124;268;72;78;112;1233;8449;204145;Maize;Sowing;Zaid;Canal;Cotton;West;8417;123;Zinc Sulphate
Silt;594;3058;32;244;93;25;106;1783;733;26421;Sugarcane;Flowering;Rabi;Canal;Sugarcane;South;20664;565;DAP
Clay;69;5452;127;91;63;84;49;2761;3448;42748;Tomato;Sowing;Rabi;Rainfed;Tomato;East;25833;116;Zinc Sulphate
Clay;513;1046;48;59;52;18;111;2304;377;198358;Maize;Sowing;Rabi;Rainfed;Maize;South;26231;132;Urea
Silt;664;5881;23;97;74;31;13;1835;871;17053;Cotton;Harvest;Zaid;Canal;Maize;North;12527;519;DAP
Clay;542;4122;48;76;63;14;52;2229;5195;69167;Cotton;Harvest;Kharif;Drip;Sugarcane;North;875;236;DAP
Sandy;747;1759;82;191;70;52;111;3899;4124;86516;Maize;Harvest;Kharif;Rainfed;Sugarcane;West;24454;56;Urea
Loamy;661;1234;116;18;118;39;61;1063;7413;16574;Potato;Flowering;Kharif;Canal;Rice;East;13863;349;DAP
Clay;614;3691;48;184;105;83;61;1441;8278;260938;Wheat;Harvest;Kharif;Drip;Cotton;South;21346;282;NPK
Silt;558;2174;35;65;70;41;75;1056;4239;209051;Rice;Sowing;Rabi;Canal;Wheat;North;6978;632;NPK
Loamy;849;2506;104;24;154;26;71;278;4509;27686;Maize;Flowering;Rabi;Sprinkler;Sugarcane;West;17229;619;DAP
Silt;479;2226;148;136;148;76;92;1039;840;55335;Rice;Sowing;Rabi;Drip;Tomato;West;12469;142;Compost
Loamy;467;4251;98;147;67;35;72;2362;3079;267145;Sugarcane;Harvest;Rabi;Rainfed;Tomato;South;21951;607;DAP
Loamy;537;3768;11;299;146;21;60;3578;8448;202737;Wheat;Flowering;Zaid;Sprinkler;Maize;North;20282;762;DAP
Clay;838;139;93;92;133;46;73;1292;3236;25058;Cotton;Flowering;Zaid;Drip;Sugarcane;West;16338;432;Zinc Sulphate
Sandy;842;3633;122;124;103;51;91;2096;3572;186921;Tomato;Vegetative;Kharif;Drip;Sugarcane;Central;28318;472;Zinc Sulphate
Clay;712;4956;147;206;66;66;65;2134;8174;67201;Maize;Harvest;Zaid;Drip;Potato;South;18633;337;DAP
Silt;802;1406;91;265;29;21;20;2087;4491;27758;Potato;Flowering;Zaid;Sprinkler;Maize;East;5349;635;Urea
Silt;536;5449;74;47;45;55;44;3182;4348;54278;Wheat;Vegetative;Zaid;Rainfed;Maize;Central;18114;635;Urea
Loamy;839;3892;132;223;69;36;20;1013;8065;41553;Rice;Vegetative;Zaid;Rainfed;Maize;South;6532;724;DAP
Loamy;507;5753;146;276;148;87;42;334;6253;200546;Maize;Sowing;Kharif;Drip;Sugarcane;West;29026;606;Compost
Sandy;49;1741;37;133;128;16;75;3517;5104;241969;Cotton;Vegetative;Rabi;Canal;Wheat;West;23544;786;DAP
Clay;495;5968;95;93;82;47;10;2294;7285;96667;Cotton;Flowering;Rabi;Drip;Potato;East;5189;779;MOP
Silt;679;4221;123;207;62;57;42;3661;7858;104375;Tomato;Flowering;Kharif;Drip;Potato;North;17195;386;SSP
Loamy;762;3837;89;81;60;51;86;2143;8177;119901;Maize;Sowing;Zaid;Canal;Maize;East;28582;605;NPK
Sandy;597;3576;73;121;34;36;36;3084;3716;234426;Maize;Sowing;Rabi;Rainfed;Rice;North;24958;113;Urea
Silt;841;1118;105;27;148;19;74;2166;6495;93357;Wheat;Vegetative;Zaid;Canal;Potato;Central;11827;37;DAP
Loamy;624;5698;55;181;77;51;115;1114;7069;44682;Cotton;Flowering;Kharif;Sprinkler;Tomato;Central;21917;386;NPK
Silt;51;422;65;38;73;67;102;125;3699;106568;Tomato;Sowing;Zaid;Drip;Rice;West;24194;682;Compost
Sandy;636;1458;149;106;152;50;54;2326;6661;290489;Rice;Harvest;Zaid;Sprinkler;Wheat;East;21221;291;Compost
Sandy;722;1105;103;192;81;18;113;397;3192;14167;Cotton;Vegetative;Zaid;Drip;Tomato;South;27406;25;DAP
Silt;783;1254;133;15;146;55;95;1533;5049;176794;Maize;Sowing;Zaid;Canal;Wheat;South;10853;424;Zinc Sulphate
Clay;634;4047;125;201;90;63;112;3687;4032;233445;Tomato;Vegetative;Rabi;Sprinkler;Potato;South;23663;259;NPK
Silt;687;407;105;231;65;68;93;3758;6367;176388;Rice;Sowing;Rabi;Sprinkler;Sugarcane;South;20092;223;Zinc Sulphate
Loamy;557;3498;129;149;109;22;53;2229;4147;203917;Maize;Sowing;Rabi;Sprinkler;Potato;West;2915;432;DAP
Clay;708;2534;57;296;141;25;49;2385;7735;266498;Cotton;Flowering;Zaid;Sprinkler;Rice;South;22098;291;DAP
Loamy;844;3659;103;275;103;54;54;2508;3727;124429;Wheat;Harvest;Zaid;Rainfed;Wheat;West;15833;185;Zinc Sulphate
Silt;47;3582;97;27;101;41;11;3311;7547;51214;Rice;Sowing;Zaid;Drip;Potato;South;7903;279;MOP
Clay;805;1097;101;87;52;49;50;1371;3593;46449;Wheat;Vegetative;Zaid;Rainfed;Cotton;West;20916;623;Urea
Loamy;675;2412;42;97;108;53;61;1986;5654;239141;Tomato;Sowing;Rabi;Rainfed;Rice;East;28956;176;Urea
Silt;551;1266;56;63;133;56;26;1512;7191;203378;Tomato;Vegetative;Rabi;Sprinkler;Sugarcane;Central;13302;167;MOP
Silt;832;5501;57;10;69;79;59;3635;3969;178613;Potato;Flowering;Rabi;Drip;Tomato;West;21434;386;Zinc Sulphate
Clay;643;4626;98;133;38;69;50;1212;7514;280399;Tomato;Sowing;Zaid;Canal;Potato;West;24648;214;Urea
Silt;583;5981;146;25;22;44;14;3243;872;195516;Sugarcane;Harvest;Rabi;Drip;Wheat;Central;26882;371;Urea
Sandy;523;2511;144;47;135;84;61;2319;524;33351;Potato;Sowing;Rabi;Canal;Tomato;West;24137;741;Compost
Loamy;548;5392;5;38;110;69;57;3144;3001;151223;Potato;Sowing;Rabi;Sprinkler;Sugarcane;East;15368;203;Compost
Loamy;783;4015;6;23;62;46;99;367;5861;80169;Rice;Vegetative;Zaid;Canal;Cotton;North;5209;603;Zinc Sulphate
Silt;696;3266;25;15;127;31;22;2019;8415;193964;Cotton;Vegetative;Rabi;Drip;Maize;Central;1973;153;DAP
Silt;815;2113;72;107;63;22;64;1681;699;72554;Potato;Vegetative;Rabi;Canal;Cotton;West;18813;644;DAP
Sandy;543;4692;129;281;71;25;43;2951;722;200596;Wheat;Flowering;Rabi;Rainfed;Rice;East;15572;755;DAP
Clay;498;5521;139;4;116;69;64;3993;7755;267332;Potato;Harvest;Rabi;Drip;Maize;South;20838;645;Compost
Silt;452;2177;51;279;47;51;103;3189;8449;41607;Tomato;Flowering;Zaid;Rainfed;Rice;Central;6048;717;Urea
Silt;653;1877;55;35;128;22;53;3387;3749;92513;Tomato;Harvest;Zaid;Canal;Wheat;South;27727;619;DAP
Silt;849;4481;49;19;73;72;50;289;6541;208578;Wheat;Harvest;Rabi;Canal;Wheat;East;12619;292;Zinc Sulphate
Silt;728;5885;66;82;21;41;11;2105;8338;21914;Cotton;Flowering;Zaid;Canal;Sugarcane;Central;8048;261;Urea
Loamy;573;475;125;25;133;32;85;2964;7655;184303;Maize;Flowering;Zaid;Canal;Rice;West;9912;73;DAP
Silt;801;2423;104;28;36;52;65;1386;4494;58947;Sugarcane;Sowing;Zaid;Sprinkler;Tomato;North;19939;122;Urea
Loamy;763;310;122;286;47;41;95;2466;8248;87938;Cotton;Sowing;Rabi;Rainfed;Maize;North;24456;478;Urea
Silt;456;2922;96;24;47;37;111;2719;4765;274058;Wheat;Vegetative;Zaid;Canal;Potato;West;8908;335;Urea
Clay;777;526;54;8;35;42;22;372;5465;249385;Rice;Vegetative;Kharif;Sprinkler;Maize;East;22038;739;Urea
Sandy;57;4857;5;145;104;35;57;3759;4114;286006;Potato;Flowering;Rabi;Drip;Maize;South;8779;216;DAP
Clay;51;3945;21;229;24;51;98;118;8311;134541;Sugarcane;Flowering;Zaid;Canal;Tomato;East;22934;358;Urea
Silt;541;2375;122;286;64;38;49;2896;3558;143077;Cotton;Harvest;Rabi;Sprinkler;Wheat;Central;22243;168;DAP
Silt;637;569;13;134;71;11;112;3389;8965;92482;Wheat;Harvest;Rabi;Canal;Cotton;North;26507;757;DAP
Silt;62;4267;12;23;81;43;69;2609;4972;166869;Sugarcane;Harvest;Kharif;Rainfed;Tomato;North;21684;335;DAP
Clay;566;5852;3;221;24;47;46;1287;7265;252358;Maize;Flowering;Zaid;Rainfed;Wheat;West;6674;361;Urea
Silt;519;3901;119;176;126;21;30;1698;3772;89351;Potato;Sowing;Rabi;Sprinkler;Tomato;Central;26086;143;DAP
Clay;755;5106;26;21;30;61;27;1941;5927;59378;Potato;Flowering;Kharif;Canal;Potato;Central;21336;172;Urea
Loamy;846;5066;34;21;105;30;92;2988;3241;230149;Potato;Harvest;Kharif;Rainfed;Maize;North;10266;753;DAP
Sandy;761;2687;77;138;150;49;86;1197;827;214152;Tomato;Vegetative;Zaid;Sprinkler;Sugarcane;South;28493;552;NPK
Sandy;568;582;82;238;79;76;64;2649;5679;252182;Sugarcane;Flowering;Kharif;Sprinkler;Maize;Central;26976;529;Zinc Sulphate
Clay;548;111;126;148;85;58;98;1327;7457;230431;Potato;Flowering;Rabi;Drip;Maize;East;1560;652;Compost
Loamy;537;4844;108;263;36;35;89;2185;8367;137403;Cotton;Vegetative;Zaid;Rainfed;Cotton;West;19788;541;Urea
Clay;505;5828;4;252;150;61;118;2277;3412;63903;Rice;Flowering;Zaid;Drip;Sugarcane;East;21745;278;Compost
Loamy;671;2695;49;26;150;71;72;2356;6069;220066;Wheat;Flowering;Rabi;Drip;Tomato;Central;26114;739;Urea
Silt;692;4241;57;48;59;78;102;3133;4137;265953;Cotton;Vegetative;Zaid;Rainfed;Sugarcane;West;13876;272;Urea
Loamy;732;3811;36;81;99;70;69;1244;3414;62786;Rice;Vegetative;Zaid;Sprinkler;Cotton;North;2195;675;NPK
Loamy;722;4808;57;19;95;55;55;1805;6732;165226;Wheat;Flowering;Kharif;Sprinkler;Rice;East;22753;297;NPK
Loamy;567;5331;115;295;82;81;25;2923;3685;11208;Tomato;Vegetative;Kharif;Drip;Cotton;East;14223;278;MOP
Sandy;582;4015;51;78;70;38;95;3831;5952;165449;Cotton;Sowing;Kharif;Sprinkler;Maize;East;15611;506;DAP
Loamy;723;508;129;116;148;59;53;2862;4182;28772;Maize;Vegetative;Rabi;Canal;Wheat;East;15594;194;NPK
Silt;59;2561;81;9;70;11;21;365;4186;118987;Rice;Harvest;Rabi;Sprinkler;Maize;West;15155;362;DAP
Silt;535;2143;62;22;23;73;116;3905;6138;155584;Rice;Flowering;Zaid;Drip;Sugarcane;South;18484;453;Urea
Silt;60;3153;74;86;151;75;73;3652;6332;62244;Sugarcane;Vegetative;Zaid;Rainfed;Cotton;West;6128;724;NPK
Loamy;559;4389;112;38;103;52;99;3917;3021;134097;Maize;Sowing;Zaid;Sprinkler;Sugarcane;Central;29925;368;Urea
Clay;485;1936;87;124;68;19;37;3331;6005;69287;Tomato;Vegetative;Zaid;Sprinkler;Sugarcane;South;12667;131;DAP
Clay;782;4402;21;29;58;62;64;3661;7019;80384;Wheat;Harvest;Zaid;Drip;Maize;East;18525;673;Urea
Silt;791;297;14;212;124;37;37;2474;7071;293746;Tomato;Harvest;Zaid;Canal;Sugarcane;North;12155;531;DAP
Sandy;538;4978;29;215;35;11;96;2036;8099;188507;Sugarcane;Flowering;Rabi;Canal;Rice;North;28402;576;Urea
Clay;476;1184;142;141;153;38;112;3999;8372;129037;Maize;Sowing;Kharif;Sprinkler;Maize;North;29371;163;DAP
Loamy;746;434;24;245;111;61;103;1293;6737;165957;Potato;Sowing;Zaid;Canal;Potato;West;29495;224;Zinc Sulphate
Clay;535;4249;12;273;44;23;109;3875;5891;127258;Cotton;Sowing;Zaid;Rainfed;Tomato;Central;15881;483;Urea
Silt;607;5705;9;289;58;37;47;2293;4225;188514;Potato;Flowering;Kharif;Canal;Tomato;Central;20132;241;Urea
Sandy;476;4567;86;39;65;10;64;1067;3761;20134;Rice;Vegetative;Rabi;Drip;Wheat;South;25542;673;DAP
Clay;541;4982;29;265;135;68;23;3409;6655;86114;Sugarcane;Sowing;Zaid;Rainfed;Maize;North;8803;117;MOP
Clay;767;5523;51;75;72;53;40;2333;8679;296897;Tomato;Vegetative;Zaid;Rainfed;Sugarcane;North;14549;672;NPK
Silt;772;4375;121;125;133;89;72;3396;4669;51456;Rice;Vegetative;Zaid;Rainfed;Wheat;South;12669;425;NPK
Sandy;533;2451;136;11;70;87;55;1134;3597;4210;Maize;Harvest;Rabi;Drip;Maize;East;17192;513;Compost
Sandy;584;5349;89;206;39;52;85;3922;5543;158086;Rice;Vegetative;Rabi;Sprinkler;Sugarcane;North;24939;239;Urea
Silt;504;4738;66;183;106;26;84;3013;3003;101433;Sugarcane;Flowering;Rabi;Drip;Rice;East;20701;372;DAP
Loamy;48;3122;28;42;152;63;13;1144;6321;169461;Cotton;Flowering;Kharif;Sprinkler;Sugarcane;West;7907;503;MOP
Clay;847;4553;109;237;81;24;98;1014;3297;289003;Sugarcane;Flowering;Zaid;Rainfed;Rice;East;10089;212;DAP
Loamy;712;5338;56;137;122;57;116;2782;8586;55327;Wheat;Harvest;Kharif;Sprinkler;Potato;South;8314;373;Urea
Clay;667;5878;27;11;31;55;98;3929;822;143193;Rice;Vegetative;Zaid;Rainfed;Cotton;East;10434;573;Urea
Clay;756;5762;107;13;100;58;117;2572;3689;232467;Sugarcane;Harvest;Kharif;Canal;Sugarcane;West;577;732;DAP
Loamy;786;2627;83;16;21;45;29;2062;3881;65007;Sugarcane;Harvest;Kharif;Sprinkler;Sugarcane;South;27068;28;Urea
Silt;773;3108;22;3;144;23;81;3817;8721;219389;Cotton;Vegetative;Rabi;Rainfed;Potato;North;26105;631;DAP
Silt;457;1548;34;54;136;12;33;3952;7881;132056;Rice;Flowering;Zaid;Drip;Rice;North;18878;19;DAP
Clay;525;2238;111;298;150;15;91;3353;8652;193826;Rice;Flowering;Zaid;Canal;Rice;Central;24241;232;DAP
Silt;712;5412;28;263;27;31;47;3154;5007;167172;Tomato;Harvest;Rabi;Rainfed;Maize;Central;29998;668;Urea
Clay;60;2804;133;49;56;31;82;1006;3666;146156;Wheat;Flowering;Zaid;Drip;Rice;North;19547;704;Urea
Silt;843;4103;6;178;74;45;33;1941;6692;15413;Maize;Vegetative;Kharif;Rainfed;Wheat;West;20346;48;MOP
Clay;716;433;32;12;68;80;78;3776;880;61229;Maize;Sowing;Kharif;Rainfed;Tomato;West;26599;217;Urea
Silt;833;4909;119;168;78;59;57;2104;378;141571;Rice;Vegetative;Kharif;Sprinkler;Tomato;North;18254;229;Zinc Sulphate
Sandy;531;1914;88;146;79;85;54;2004;7913;23086;Tomato;Flowering;Zaid;Rainfed;Sugarcane;West;6251;762;Compost
Loamy;796;2524;6;24;108;89;86;2612;5158;271062;Sugarcane;Sowing;Kharif;Canal;Tomato;South;13642;489;Zinc Sulphate
Sandy;579;3242;73;101;97;78;30;2343;3693;195472;Tomato;Vegetative;Kharif;Canal;Wheat;East;22948;319;MOP
Loamy;846;2824;23;46;138;44;82;3576;5754;251646;Maize;Harvest;Kharif;Rainfed;Cotton;South;22609;512;Zinc Sulphate
Loamy;513;5915;106;152;119;18;75;1245;5932;162117;Maize;Vegetative;Zaid;Drip;Cotton;South;29853;294;DAP
Clay;657;5175;68;273;82;38;62;2976;3055;80526;Sugarcane;Harvest;Rabi;Rainfed;Wheat;West;23536;618;DAP
Loamy;767;3398;113;299;146;36;74;3092;5847;222706;Wheat;Flowering;Kharif;Rainfed;Cotton;North;6795;221;DAP
Sandy;623;5396;102;284;85;66;17;364;6885;216518;Potato;Sowing;Kharif;Sprinkler;Potato;North;28871;291;MOP
Sandy;637;2738;105;296;104;83;97;2247;7588;22036;Wheat;Vegetative;Zaid;Canal;Tomato;North;5779;603;NPK
Silt;845;4929;123;14;23;68;43;1885;3591;154258;Potato;Vegetative;Zaid;Rainfed;Sugarcane;East;21104;135;Urea
Sandy;62;2118;102;222;112;51;19;288;8259;282288;Rice;Sowing;Rabi;Rainfed;Sugarcane;North;11406;796;MOP
Silt;692;4862;74;89;42;62;118;3175;4006;29562;Maize;Vegetative;Kharif;Canal;Potato;North;11148;333;Urea
Loamy;472;3282;71;261;150;47;10;1513;695;147938;Sugarcane;Flowering;Zaid;Sprinkler;Maize;West;19208;588;MOP
Sandy;787;1537;36;246;73;13;44;1474;6316;222101;Wheat;Harvest;Zaid;Drip;Maize;Central;5721;158;DAP
Loamy;709;2366;121;133;99;61;114;1791;828;2494;Sugarcane;Flowering;Zaid;Canal;Rice;Central;12014;497;Urea
Sandy;612;3011;119;147;63;53;64;1744;3232;95064;Rice;Harvest;Rabi;Canal;Rice;West;10848;475;NPK
Sandy;456;4746;52;87;31;32;35;3252;4149;222094;Rice;Sowing;Zaid;Drip;Cotton;North;15131;285;Urea
Silt;687;1365;132;94;152;83;77;2592;3732;202839;Wheat;Vegetative;Rabi;Drip;Maize;Central;6113;343;NPK
Loamy;455;4298;97;295;99;79;104;2643;4965;204959;Maize;Sowing;Zaid;Drip;Rice;North;13114;694;Compost
Sandy;45;458;82;268;145;86;14;1044;5033;215019;Tomato;Flowering;Rabi;Drip;Maize;South;9465;263;MOP
Clay;696;427;22;66;111;78;96;3983;3532;140216;Tomato;Vegetative;Kharif;Drip;Cotton;East;10166;583;NPK
Loamy;526;4803;7;9;91;69;107;3489;6086;28261;Sugarcane;Sowing;Zaid;Canal;Cotton;North;25749;415;Compost
Loamy;527;1891;103;42;65;13;88;2331;3697;122521;Maize;Sowing;Kharif;Drip;Potato;West;29849;457;DAP
Loamy;711;3936;32;297;91;12;76;1201;3446;272584;Tomato;Harvest;Rabi;Rainfed;Cotton;West;15967;358;DAP
Silt;471;5706;8;273;112;32;28;3083;3199;36883;Wheat;Flowering;Zaid;Sprinkler;Potato;West;7405;65;DAP
Clay;575;4054;149;17;140;46;52;2605;8575;257773;Rice;Sowing;Rabi;Drip;Maize;East;24404;103;DAP
Loamy;51;4057;113;211;37;27;48;3033;538;10492;Rice;Flowering;Kharif;Canal;Tomato;North;2586;225;Urea
Sandy;682;4682;91;227;63;14;112;3033;4702;204733;Potato;Vegetative;Rabi;Rainfed;Rice;Central;12332;351;DAP
Sandy;715;2666;89;69;62;50;36;1464;5894;35394;Tomato;Harvest;Rabi;Drip;Cotton;South;16299;245;MOP
Silt;738;4502;26;281;98;47;31;1986;3946;42413;Wheat;Flowering;Kharif;Rainfed;Rice;North;13859;482;MOP
Sandy;552;5581;144;163;96;56;58;1053;5437;35957;Potato;Vegetative;Zaid;Sprinkler;Tomato;East;29318;583;NPK
Loamy;486;1054;141;37;79;81;67;3947;4143;155772;Rice;Flowering;Rabi;Canal;Tomato;North;26141;512;Compost
Sandy;481;5351;109;125;82;21;68;3419;4826;136534;Cotton;Vegetative;Rabi;Drip;Potato;South;11817;445;DAP
Loamy;62;2093;33;184;43;39;88;3786;8545;109363;Rice;Vegetative;Zaid;Canal;Potato;East;21719;584;Urea
Sandy;828;328;47;112;48;15;49;1132;3892;144868;Cotton;Sowing;Zaid;Canal;Potato;Central;20558;722;Urea
Clay;537;5262;44;213;148;70;115;2501;5843;107802;Tomato;Vegetative;Kharif;Drip;Maize;North;17058;581;Compost
Silt;553;512;88;266;143;81;24;3242;6965;264016;Cotton;Flowering;Rabi;Drip;Wheat;East;22898;568;MOP
Silt;49;546;47;234;20;73;41;1311;8508;177585;Cotton;Harvest;Kharif;Rainfed;Rice;North;25707;748;Urea
Clay;692;5702;11;196;92;78;67;3331;8538;106862;Potato;Harvest;Rabi;Sprinkler;Wheat;East;28652;771;NPK
Clay;722;3236;91;159;40;20;104;2943;4484;147312;Tomato;Flowering;Zaid;Drip;Wheat;South;16729;245;Urea
